16,"[flavors, begin, tell, love, mae, ploy, curries, ask, recipes, basically, plastic, lidded, container, size, wan, na, half, yogurts, bag, inside, pull, inside, clear, bag, curry, mashed, cut, corner, little, spices, mixed, paste, makes, nicer, make, sauce, marry, flavor, veggies, love, steamed, scrambled, eggs, rice, pasta, fish, meat]"
17,"[used, lot, recently, chicken, dishes, use, lot, like, spicy, foods, little, goes, long, way, plus, bag, squeeze, need.., yes, buy]"
18,"[huge, step, quality, kind, normally, available, supermarkets, near, makes, green, curry, extremely, easy, appears, pretty, good, shelf, life, good, make, large, portions, unless, green, curry]"
19,"[things, mind, make, thai, curry, 1, want, taste, good, 2, want, whomever, making, feel, like, fairly, authentic, mae, ploy, makes, tasks, easy, accomplish, best, curry, making, paste, finding, difficult, ingredients, compensate, difference, taste, experience, mae, ploy, excellent, green, curry, paste, tastes, plenty, fresh, satisfaction, thai, restaurant.a, things, learned, using, curry, pastes, years:1, cooking, people, used, thai, proportions, indicated, directions, container, way, hot, especially, true, green, curry, important, children, eating, meal, easy, adjust, paste, used, practice, 'll, learn, good, experienced, palate, good, kids, newbies.2, packaging, mention, long, product, keeps, paste, comes, plastic, container, lid, seal, actually, plastic, bag, inside, container, used, ...]"
20,"[like, make, curry, tasty, alternative, use, base, kinds, different, curry, recipes]"
21,"[mae, ploy, thai, green, curry, paste, green, thai, curry, signature, asked, make, remember, spicy, little, goes, long, way, flavors, paste, complex, varied, make, delicious, curry, living, overseas, thailand, happy, available, amazon]"
22,"[green, curry, bought, try, turned, good, loved, heat, level, using, 2, tbs, paste, ordered, red, paste, gotten, try, good, paste, way, better, grocery, store, carries]"
23,"[newbie, thai, cooking, great, addition, kitchen, tastes, good, vegetable, chicken, curry]"
24,"[tried, curris, mae, ploy, excluding, panag, various, curry, pastes, mae, play, solid, affordable, curry, paste, keeps, red, heat, green, spice, yellow, matsaman, curry, paste, heat, taste, good, well.for, holiday, treat, substitute, eggnog, coconut, milk, green, curry, super, delicious, advised, gi, tract, hate, later]"
25,"[red, green, curry, paste, green, milder, use, variety, dishes, spice, soups, stews, need, little, zing, convient, frig]"
26,"[dyes, create, awesome, colors, kids, crafts, used, make, finger, paint, paint, play, dough, salt, dough.another, reviewer, stated, natural, correct, definitely, artificial, dyes, tried, making, dyes, fell, worked, great, pinch, need, couple, drops, vibrant, color, pretty, easy, clean, stain, craft.good, product, price]"
27,"[used, making, red, green, caramel, corn, christmas, coloring, work, caramel, created, great, vibrant, colors, darken, little, baking, caramel, corn, fairly, bright, great, product, long]"
28,"[nice, basic, selection, gel, colorings, make, basic, colors, need, beginner, mix, frostings, make, frosting, runny, liquid, colors]"
29,"[easier, use, wilson, paste, colors, colors, vibrant, taint, frosting, like, colors, simple, use, make, mess, complaint, years, ago, decorate]"
30,"[looking, deep, saturated, colors, ones, use, expected, coloring, white, fondant, colors, nice, bright, farm, cake, turned, beautiful, caution, wear, gloves, stain, hands]"
31,"[complaint, product, difficult, squeeze, small, bottle, mixture, colored, massive, amounts, baking, hard, light, color, adding, product, small, quantities, mixture, colors, bright, pleased, color, evenly, distributed, mixture, thought, product, little, pricy, trying, believe, worth, extra, money, product, high, quality, shows, cooking, want, add, color, things]"
32,"[enjoy, bars, quick, breakfast, lunch, pre-workout, snack, need, quick, mornings, trick, better, bars, market, big, fan, taste, alot, different, meal, energy, bars, course, week, favorite, using, subscribe, save, shipments, problem, old, stale, items, amazon, cheaper, buying, individual, bars, grocery, store]"
33,"[frankly, worried, buying, line, heard, stories, getting, expired, fresh, happy, buy, again.the, taste, good, importantly, filling, especially, glass, water.this, healthy, bars, available]"
34,"[diabetic, result, experience, low, blood, sugars, especially, lot, yard, work, exercise, lot, ride, bike, carry, emergency, booster, make, energy, continue, raise, blood, sugar, need, it.we, tried, types, energy, bars, tasted, like, cardboard, taste, good, best, energy, bar, tried, like, helping, enjoy, eating, contain, lot, calories, sugar, use, need, boost, carried, used, travel, schedule, meals, zones, long, flights.nutrition, data, oatmeal, raisin, cookie, flavor, calories, 250*, calories, fat*, total, fat, 5, grams*, saturated, fat, 2, grams*, trans, fat, 0*, cholesterol, 0*, sodium, 140, mg*, potassium, 200, mg*, total, carbohydrates, 43, grams*, dietary, fiber, 5, grams*, sugars, 22, grams*, protein, 10, grams*, includes, ...]"
35,"[make, claims, sports, nutrition, nutrition, matter, expertise, 'll, snack, leave, exercise, program, personal, doctor/nutritionist/coach/guru, better, average, tasting, sports, bar/snack, preference, free, cardboad-ish, stale, texture, barely, identifiable, aftertastes, common, similar, products.while, compare, real, apple, crisp, convenient, recognizable, tastes, oats, flavor, texture, predominates, apple, cinnamon, large, suspect, fact, actually, contains, ingredients, raisins, cane, sugars, --, fructose, fruit, juices, --, giving, sweet, cloying, wineries, taste, company, known, quality, ingredients, generally, consumer-friendly, face, read, powerbar.com, company, recommends, consuming, water, aid, absorption, added, nutrients, --, gives, ``, '', feeling, better, tasting, snacks, type, listed, nutritional, information, ingredients, web, site, below.nutritional, information, *percent, daily, values, dv, ...]"
36,"[actually, good, bar, enjoyed, flavor, managed, regular, breakfast, hungry, hours, later, actually, pretty, good, hungry, .the, main, flavor, bar, peanut, butter, chocolate, barely, appearance, fine, surprise, hit, chip, bar, chewy, crunchy, oats, grains, fibers, included, bar, sweet, expected, sweeteners, brown, rice, syrup, honey, evaporated, juice, syrup, chocolate, chips, lots, sweeteners, making, bar, content, sugar, 18, grams, watch.the, rest, ingredients, good, oats, rice, flour, pronounceable, ingredients, list, minerals, vitamins, included, somewhat, nutritional, lot, allergens, obvious, peanut, butter, flavor, note, bar, packs, walloping, 240, calories, use, meal, replacement, vigorous, exercise, opposed, snack, definitely, good, bar, hiking, trip.i, liked, consider, breakfast, kept, liked, ...]"
37,"[fan, peanut, butter, chocolate, bar, tried, number, energy, bars, suffer, problem, --, bland, taste, usually, end, leaving, gritty, aftertaste, mouth, powerbar.i, make, powerbar, regular, morning, routine, trying, flavors, finally, stumbled, peanut, butter, chocolate, chip, ``, hooked, '', flavor, right, crispness, bar, hard, firm, make, ``, feel, '', like, eating, meal, bar, usually, kill, cravings, morning]"
38,"[love, things, work, provide, good, energy, push, crisp, powerbars, favorite, chalky, kind, taste, like, energy, bars]"
39,"[vague, taste, apple, cinnamon, taste, oats, love, awhile, exactly, needed]"
40,"[traditional, medicinals, ``, breathe, easy, '', amazing, tea, couple, times, asthma, attacks, clearing, powers, worked, delicious, spicy, mix, egyptian, licorice, peppermint, ginger, eucalyptus, drinkable, vaposteam, benefits, incredible, traditional, medicinals, based, beautiful, sebastopol, california, healing, herbs, garden]"
41,"[wife, drinks, cup, tea, feels, attack, coming, helps, avoid, attack, attack, drinking, tea, lessened, effects, helped, recover, quickly.we, tried, tinctures, teas, blend, tm, wonderful, tastes, great, enjoy, effective, breathing, aid, **of, course, medical, advice, n1, experience]"
42,"[know, medicinal, aspects, tea, flavor, downright, scrumptious, love, licorice, root, high, blood, pressure, guzzling, box, box, week, cups, week, touch, bp, directions, steep, 10-15, minutes, far, impatient, 4-6, minutes, wait, smelling, lovely, aroma, traditional, medicinals, puts, good, teas, wish, proud, 'em, chaching, thanks, tm, try, work, pricing, ya, danke]"
43,"[tb, lived, mexico, l970/71/72, used, eucalyptus/licorice, tea, actually, cured, used, tea, love, taste, recommend, wants, strengthen, lungs]"
44,"[traditional, medicinals, best, tasting, herbal, tea, tried, tried, yogi, teas, care, bought, traditionals, breathe, easy, gypsy, cold, care, breathe, easy, feel, congested, like, coughing, attack, scent, throat, felt, irritated, chest, felt, achey, wheezy, brewed, cup, tea, honey, delicious, soothing, know, way, makes, feel, drink, tastes, good, herbs, help, feel, better, sense, calm, highly, recommend, breathe, easy, gypsy, cold, care]"
45,"[enjoy, powerbar, proteinplus, bars, rarely, buy, sale, purchasing, amazon, like, sale, everyday, used, subscription, powerbars, reduced, cost, purchased, 2, flavors, toffee, nut, arrived, quickest, sensitivities, products, trigger, feel, vey, happy]"
46,"[needs, extra, boost, energy, exercise, good, tasting, bar, provides, that.all, necessary, nutrients, lift, need.it, helpful, drink, tall, glass, water]"
47,"[added, morning, routine, used, drink, quart, water, breakfast, half, started, eating, water, feel, energetic, getting, ready, work, buy, boxes, ervery, months, using, subscription, method, amazon, sends, heads, email, shipping, subscribed, items, alowing, add, stop, shipments, leisure]"
48,"[love, backpack, purse, back-up, pick-me, overloaded, sugar, sodium, artificial, sweeteners, deathly, allergic, splenda, secretly, added, things, today, chemical, sucralose, check, labels, energy, bars, high, protein, overly, sweet, overly, salty, worse, overly, bland, sensation, eating, cardboard, covered, flavoring, unlike, lot, protein, bars, sensation, instead, trying, snack, rare, birds, hates, chocolate, hard, option, dripping, brown, stuff, rest, assured, chocolate, lovers, powerbar, make, chocolate, flavored, bars, appreciate, vanilla, yogurt, bar, option, protein, overly, crunchy, flecks, particles, shirt, grab, stuff, stuck, teeth, eating, safe, staff, meeting]"
49,"[runner, discovered, grocery, store, mile, mark, mile, run, stopped, water, tastes, great, gives, plenty, energy, run, work, gym, work, snack]"
50,"[awesome, tastes, like, fake, marshmallows, immoral, breakfast, cereal, instead, tasting, like, sugar, tastes, like, fat, believe, tried, stuff, definitely, going, stack, desk.disclosure:1., block, ``, ice, cream, '', broken, bunch, smaller, chunks, brittle, end, like, ate, reason, passed, stuff, times, tell, picking, package, broken, .2., partly, reason, astronauts, actually, stuff, wikipedia, says, used, mission, inconvenient, freezer, space, station, real, ice, cream.in, spite, facts, stuff, delicious]"
51,"[bought, lightweight, backpacking, snack, remembered, kid, tasty, disappointed, read, reviews, complain, broken, apart, normal/acceptable, way, effects, quality, product, packaging, bulky, 0.4oz, luckily, product, stays, fresh, ziplock, bag, week, gallon, ziplock, saved, ounces, weight, ditching, stock, packaging, material, gave, son, loved, make, great/unique, gift, kids]"
52,"[eating, stuff, kid, love, soooo, good, pretty, cheap, buy, amazon]"
53,"[born, 80, brought, class, times, good, stuff, exactly, remember, expensive, ate, 10, pack, bought, try, long, term, storage, years, expected, dairy, product.definitely, comfort, stocking, love]"
54,"[favorite, desserts, melts, quickly, mouth, brand, good, shipped, well-packaged, try, amazon, price, better, ones, science, fairs]"
55,"[niece, teaches, underprivileged, kids, florida, --, science, lesson, sent, 3, boxes, stuff, --, kids, lives, chance, taste, stuff, --, price, good, deal, share, kids]"
56,"[cracked, pieces, purpose, easier, bit, sweeter, regular, ice, cream, water, convenient, brand, contains, high, fructose, corn, syrup, healthier, great, deal, 19.95, ordered, 8/3/2011]"
57,"[says, using, brew, n, tiny, supposed, fit, itty, bitty, 3, scoops, coffee, going, use, mind, way, smaller, going, gone, 480, cups, coffee, 'll, going, 2, filters]"
58,"[fit, brew, n, stand, little, bit, taller, like, use, lot, fairly, coarsely, ground, coffee, make, cup, means, minimum, volume, grounds, maximum, filter, carry, half, inch, inch, make, huge, difference, certainly, space, coffee, maker, normal, coffee, drinker, using, fewer, finer, grounds, excellent, choice]"
59,"[using, ``, melitta, cone, coffee, filters, natural, brown, 1, '', years, myblack, decker, dcm18s, brew, 'n, personal, coffeemaker, travel, mug, longer, local, stores, luckily, case, amazon, paying, store, filters, 2, years, filters, fit, 1, cup, black, decker, coffee, maker, perfectly, better, job, filtering, coffee, permanent, filter, comes, supposed, benefit, paper, coffee, filters, trap, oily, substances, coffee, called, ``, diterpenes, '', raise, cholesterol, levels, filtered, use, permanent, mesh, filter, highly, recommend, using, ``, melitta, cone, coffee, filters, natural, brown, 1, '']"
60,"[filter, fits, right, cup, black, decker, coffee, maker, ``, permanant, '', filter, ensures, grounds, perfect, cup, coffee, purchase]"
61,"[1, cup, coffee, filters, received, 40, filters, case, 12, box, filters, fit, perfectly, black, decker, cup, coffee, maker, sold, amazon, problems, loose, coffee, grinds, spilling, coffee, maker, makes, quick, easy, clean-up, wait, cool, remove, drop, trash]"
62,"[filters, fit, nicely, inside, individual-sized, ceramic, beverage, strainer, placed, atop, coffee, mug, teacup, filter, enables, make, coffee, tea, minus, coffee, grounds, tea, leaves, end, product, simply, ground, coffee, loose, tea, inside, filter, pour, boiling, water, mug/cup, alternatively, serving, group, coffee, prepared, percolator, loose, tea, teapot, poured, filters, individual, cups, remove, grounds/tealeaves, unable, locate, smaller, sizes, filters, 1, local, retail, stores, years, ago, --, thrilled, discover, amazon, supply]"
63,"[local, grocers, stopped, carrying, relieved, melitta, shows, available, website, 8211, happy, amazon, sells, bulk, 12, boxes, 40, eye, pass, coffee, aisle, grocery, stores, stocks, anymore, hit, folks, use, single-serve, coffee, makers]"
64,"[like, melitta, 34, melitta, 34, pretty, hold, naming, first-born, 34, melitta, 34, tempting, bought, vintage, melitta, coffeemaker, course, perfect, fit, bought, bulk, good, price]"
65,"[nice, soft, super, licorice, flavor, love, licorice, kid, panda, product, good, licorice]"
66,"[soft, licorice, bites, panda, soft, 34, soft-eating, licorice, 34, soft, chewy, truly, 34, natural, 34, minimum, ingredients, 8211, 8211, molasses, wheat, flour, licorice, extract, natural, flavor, aniseed, oil, slightly, grainy, texture, comes, use, wheat, flour, strong, traditional, licorice, taste, make, ideal, person, craving, genuine, licorice]"
67,"[clean, admit, addiction, addiction, totally, wonderful, panda, licorice, starters, sweet, secondly, anise, oil, wonderful, flavor, plus, blurb, box, right, licorice, mellowing, properties, helps, digestion, notice, feel, stressed, purely, psychological, wonderful, days, craving, treat, want, feel, guilty, fat, free, definitely, high, shelf, reach, eating, box, couple, days]"
68,"[tried, brands, far, best, licorice, market, today, buy]"
69,"[buy, licorice, health, store, expensive, add, program, tuck, purchases, great, price, want, real, great, price, tuck, cart, bargain]"
70,"[panda, licorice, panda, licorice, good, buying]"
71,"[review, pretty, agreement, review, 'll, anyway.i, ordered, pero, extra, roastaroma, try, postum, aficionado, certainly, developed, liking, postum.really, pero, extra, trying, prolly, 10, times, develop, liking, people, like, me.cafix, 'll, usually, certain, sort, built, sweetness, mild, barely, distinguishable, comes, beets, added, sort, fills, void, lack, postum, postum, replica, certain, postum, like, qualities.the, roastaroma, actually, tastes, best, taste, like, postum, balanced, nice, maltiness, 'll, little, bit, stevia, powder, tell, ingested, aspartame, nutrasweet, felt, try, verify, food/drink, ingest, aspartame, mean, arose, research, nerve, agents, warfare, effective, weapon, passed, stevia, ground, plant, matter, processed, sugar, combo, makes, nice, morning, late, evening, drink]"
72,"[great, tasting, product, use, instead, pero, helped, quit, coffee]"
73,"[like, little, milk, sweetener, easier, stomach, coffee, pleasant, taste, use, alternative, teas, occasion]"
74,"[bought, case, products, inka, pero, cafix, order, compare, honestly, cheapest, like, cafix, best, mental, sounding, somewhat, like, coffee, little, difference, look, identical, tiny, coloration, differences, taste, like, coffee, black, coffee, drinker, pass, satisfied, taste, bland, like, cream, coffee, wo, notice, difference, coffee, products, week, forget, drinking, coffee, perfectly, happy, products, continue, drink, choose, price, similar, make, cans, read, ingredient, wise]"
75,"[use, pizza, sweet, spicy, goes, good, sweetness, pizza, sauce.i, use, green, version, white, sauce, pizza]"
76,"[little, needed, effect, seasoning, blend, spicy, hot, like, label, states, tastes, good, like, mild, version, definite, kick, like, mix, chef, paul, prudhomme, magic, seasoning, blends, pizza, pasta, magic, herbal, way, intense]"
77,"[commented, spices, chef, paul, prudhomme, past, great, quality, spice, mixture]"
78,"[great, product, accent, pizza, pasta, sauces, adding, things, want, diet, little, bit, hot, seasoning, sprinkle, spaghetti, pizza, good, sprinkled, casseroles, soups, like, calories, total, fat, sodium, carbohydrates, additional, protein, contains, msg, preservatives.it, lets, add, zest, like, adding, items, like, salt, calories, good, product, like, seasoning, italian, dishes, recommend, good, product]"
79,"[fantastic, product, use, continue, order, thank, paul, prudhomme]"
80,"[good, stuff, fast, bought, large, bottle, bj, wholesale, tastes, job]"
81,"[good, vanilla, extract, organic, comes, close, second, homemade, organic, vanilla, extract, bottle, cabinet, waiting, 34, develop, 34]"
82,"[bottle, steal, foods, live, bottle, half, size, costs, twice, using, imitation, vanilla, smells, okay, smell, fillers, bottle, smells, like, fresh, pure, vanilla, used, lemon, poppy, seed, cake, delicious, mild, aromatic, kitchen, smelled, wonderful]"
83,"[good, better, knowing, organic, like, continue, buying, product.i, lot, cooking]"
84,"[jamaica, blue, mountain, coffee, absolute, favorite, coffee, nice, rich, taste, super, smooth, texture, coffee, like, near, bought, blue, mountain, coffee, jamaica, online, vouch, quality/freshness]"
85,"[coffee, enthusiasts, blue, mountain, finest, coffees, world, delicious, wo, long]"
86,"[decades, ago, purchased, melitta, cone, filter, manual, coffeemaker, 6, cup, getting, started, grinding, coffee, read, way, make, best, coffee, satisfied, lasted, years, years, met, wife, took, look, coffee-making, operation, shook, head, disbelief, needed, high-end, coffeemaker, ended, buying, cuisineart, coffeemaker, kinds, bells, whistles, good, equipment, good, cup, coffee, cost, equipment, 7, times, melitta, coffee, good, plus, equipment, meticulously, cleaned, quickly, turned, onerous, task, old, melitta, relegated, camping, duties, finally, lost.well, wife, gone, clean, cuisineart, coffeemaker, umpteenth, brilliant, idea, going, melitta, good, spot, stores, available, amazon, neat, gadget, used, morning, coffee, tasted, good, simple, took, longer, super-duper, coffeemaker, relief, simpler, life, cleaned, ...]"
87,"[works, like, drip, coffee, maker, hassle, comes, cleaning, use, electric, kettle, heat, water, works]"
88,"[intrigued, pour, coffee, makers, bunn, automatic, uses, pour, produces, good, cup, coffee, dh, likes, coffee, strong, coffee, usually, bit, bitter, taste, usually, stick, tea, read, says, manual, pour, produces, strong, smoother, coffee.i, priced, various, pour, cones, carafes, priced, high, know, like, saw, melitta, great, add, price, 9, purchase, perfect, starter, set, cost, brands, paper, filters, set, includes, cone, filter, carafe, lid, 5, paper, filters-, need, try, considered, getting, larger, reviewer, noted, coffee, stay, warm, long, figured, better, size, drink, quickly, looking, non-plastic, cone, bpa, free, carafe, germany, cone, canada.now, coffee, fantastic, use, espresso, grind, dh, uses, bunn, coffee, strong, bitterness, ...]"
89,"[easy, usei, used, mellita, coffee, 40, years, convenient, coffee, machines., >, power, goes, make, coffee, gas, stove, camp, stove., >, easy, brew, exactly, coffee, want, exactly, strength, want, --, -including, adjusting, new, roast, grinds, mix, caffeinated, decaffeinated, coffees, wish., >, way, mellita, ``, sanitary, '', easy, forget, used, filter, coffee, maker, maybe, weeks, vacation, fungus, garden, ignore, used, melitta, filter, open, forget, used, melitta, filter, coffee, grinds, dry, easier, wash, melitta, components, --, -just, quick, rinse, tap, usually, good, caveat, --, types, coffee, oiler, --, -you, need, actually, wash, cone, carafe, quick, rinse, sufficient.size, optionsthe, carafes, ``, 6, cup, '', ...]"
90,"[used, larger, melitta, manual, coffeemaker, carafe, broke, glass, carafe, survive, close, encounter, tile, floor, replace, longer, needed, large, coffeemaker, thrashed, trying, smaller, coffeemaker, coffee, reliable, old, melitta, success, delighted, smaller, melitta, model, amazon, enjoying, delicious, coffee, using, preferred, type, coffeemaker]"
91,"[works, like, look, picture, simple, easy, way, make, good, coffee, using, good, coffee, right, coffee, quality, water, complaint, hole, coffee, comes, funnel, looks, like, broken, mold, crudely, cleanly, cut, like, single, melitta, pour]"
92,"[basic, drip, funnel, carafe, uses, 4, filter.i, fan, steam, espresso, machines, years, years, problem, espresso, machines, scale, need, cleaning, descaling, blow, safety, valve, lid, rendered, useless, gone, countless, steam, espresso, machines, years, spent, saturday, yes, soaking, espresso, machine, descaling, solution, cleaning, descaling, solution, espresso, machine, cup, morning, taste, like, descaling, solution.well, longer, ..anywhere, basic, steam, espresso, machines, fancy, espresso, machines, quickly, clog, scale, drip, coffee, makers, churn, weak, watery, coffee, shop, style, coffee, .., '', coffee, hun, '', want, know, enters, drip, carafe, tried, making, drip, coffee, paper, towel, strainer, coffee, acceptable, bit, bitter, par, ordered, carafe, 4, filters, one-third, ...]"
93,"[looking, stores, piles, 2, 4, filters, 6s, easier, use, smaller, ones, course, price, right, bulk, gas, used, looking, like, melitta, coffee, competitive, complex, methods, lower, price]"
94,"[love, filters, work, great, large, applications, cut, fit, 4, cup, maker, issues, buy]"
95,"[melitta, cone, filter, coffeemaker, bought, box, thought, forever, use, getting, local, grocers, order, box]"
96,"[best, paper, coffee, filters, make, fold, crimped, edges, filter, apart, brewing, use, ``, pour, '', method, brewing, coffee, filter, cone, coffee, makers, water, hot, proper, brew, brew, directly, stainless, carafe.unlike, reviewers, received, 12, boxes, filters.i, use, filter, cone, brew, directly, stainless, carafe, copco, 2, quart, thermal, capacity, brushed, stainless, steel, carafersvp, maunual, drip, coffee, filter, cone, carafes, thermosi, use, water, kettle, heat, water, oster, 5965, stainless-steel, 1-1/2-liter, electric, water, kettle]"
97,"[like, discovered, longer, possible, number, 6, filters, local, stores, understand, live, miles, new, york, city, hardly, wilderness, area, happy, filters, amazon, combining, filters, order, able, free, shipping.is, brown, better, white, people, believe, brown, filters, require, processing, white, filters, i.e., white, filters, bleached, brown, filters, better, environmentally, experience, brown, filters, tend, break, white, ones, ok, extra, fold, joined]"
98,"[used, mellita, coffee, 40, years, convenient, coffee, machines.if, power, goes, make, coffee, gas, stove, camp, stove.it, easy, brew, exactly, coffee, want, exactly, strength, want, --, -including, adjusting, new, roast, grinds, mix, caffeinated, decaffeinated, coffees, wish, re-use, morning, grinds, afternoon, adding, spoon, decaffeinated, coffee, recommended, automatic, coffee, machine, --, -because, clog, filter, boiling, water, overflow, problem, clogging, melitta, filter, drains, slowly, pour, slowly.in, way, mellita, ``, sanitary, '', easy, forget, used, filter, coffee, maker, maybe, weeks, vacation, fungus, garden, ignore, used, melitta, filter, open, forget, used, melitta, filter, coffee, grinds, dry, out.although, people, use, smaller, mellita, filters, cones, prefer, large, 6, ...]"
99,"[ordered, ordered, single, 40, count, package, liked, great, work, great, cone, 51, 0z, carafe, satisfied, purchase, delighted, offered, subscribe, save, program]"
100,"[yes, totally, artificial, special, events, like, birthdays, honestly, feel, okay, use, colors, frosting, like, gel, coloring, used, buy, single, larger, colors, id, end, years, funky, tasting, happy, assortment, color, person, need, dark, light, skin, tones, blend, make, shades, desire.each, color, comes, smaller, size, buy, individually, great, use, 4-5, times]"
101,"[daughter, lives, seattle, cupcake, baker, product, christmas, stocking, gift]"
102,"[yeah, dye, tasteless, advertised, know, million, 5, star, reviews, thought, join, chorus, anyways, dyes, vibrant, importantly, tasteless, allows, make, beautiful, fondant, cakes, literally, like, 1, drop, dye, gel, 4, '', ball, fondant, shade, wanted, colors, pretty, spectrum, rainbow, plus, black, mix, match, want, colors, easy, use, instructions, box, paired, purchased, fondant, lovely, orange, red, black, halloween, themed, cake, wait, use, price, 11, feel, like, good, deal]"
103,"[fell, love, cake, decorating, child, watching, dad, decorate, cake, school, valentine, party, thirteen, decorating, cakes, paste, colors, allow, intense, color, using, lot, product, home, kitchen, 50, years, wilton, colors, years, past, lots, cake, decorating, usually, bought, 1, ounce, 4, ounce, jars, color, 1, ounce, jar, far, need, limited, use, home, baking.the, half-ounce, jars, inwilton, 601-5580, 1/2-ounce, certified-kosher, icing, colors, set, 12offer, color, easily, allowing, dyeing, easter, eggs, remember, tiny, bit, goes, long, way, stain, hands, counter, best, remove, small, inner, seal, use, toothpick, remove, tiniest, bit, color, add, deeper, color, couple, notes, frosting, colored, paste, color, deepens, color, stands, wo, ...]"
104,"[love, colors, easy, use, need, kosher, ones, available, needed, quick]"
105,"[bit, pricey, little, goes, long, way, colors, provided, combined, make, color, little, heart, desires, cool, cake, decorating]"
106,"[great, variety, colors, work, better, liquid, coloring, highly, recommend, buying, fun, colors, choose]"
107,"[taken, making, cupcakes, cookies, making, icing, letters, know, ``, h, '', cookie, ``, '', forth, arrange, cookies, cupcakes, spell, happy, birthday, occasion, prefer, bold, rich, colors, like, jewel, tone, colors, gel, colors, fit, bold, color, watering, icing, takes, toothpicks, color, looking, 1/2, ounce, color, going, long, way, good, buy, regular, liquid, coloring, know, stated, 'll, black, color, good, start, chocolate, icing, white, icing, **update**, use, wilton, colors, making, colored, sugar, used, granulated, sugar, sparkling, sugar, bigger, crystals, works, great, way, sparkling, sugar, ``, sparkly, '', like, use, colored, sugar, decorate, cakes, cookies, sugar, ziploc, bag, tip, butter, knife, color, wipe, ...]"
108,"[cater, parties, events, awhile, color, trying, recreate, colors, buying, ton, different, colors, hard, strong, color, need, little, admit, takes, getting, use, double, dip, colors, potent, little, hard, create, certain, colors, colormap, help, create, kinds, colors, waste, trying, figure, word, caution, usual, purple, black, dye, horrid, baker, know, new, baking, game, thank, tip, later]"
109,"[bought, based, recommendations, read, melt, pour, soap, sites, 'll, comes, coloring, soaps, able, figure, color, end, getting, soaps, start, purple, end, dark, green, know, function, interaction, various, fragrance, oils, essential, oils, use, expecting, happen, frequently, particularly, purples, pinks, blues, colors, stay, true, --, turquoise, green, yellows, orange, coloring, soap, coloring.i, used, cream, cheese, frosting, regular, decorative, frosting, colors, amazingly, vibrant, small, colorant, taste, discernible, difference, frosting, colorant, stain, touches, --, ceramic, white, sink, hands, fingernails, towels, turn, children, loose, childproofing, kitchen]"
